ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2022-08-26,77.983776,12.754116820397467,130.06601286960213,77.983776,77.983776,-3.098397955121061,-3.098397955121061,-3.098397955121061,-3.098397955121061,-3.098397955121061,-3.098397955121061,0.0,0.0,0.0,74.88537804487895
2022-08-27,79.13721907692307,24.28962487545129,148.5275786066241,79.13721907692307,79.13721907692307,4.99933623720009,4.99933623720009,4.99933623720009,4.99933623720009,4.99933623720009,4.99933623720009,0.0,0.0,0.0,84.13655531412317
2022-08-28,80.29066215536949,43.87571060154681,165.54392853368327,80.29066215536949,80.29066215536949,24.63136804614327,24.63136804614327,24.63136804614327,24.63136804614327,24.63136804614327,24.63136804614327,0.0,0.0,0.0,104.92203020151275
2022-08-29,81.44410523454914,39.475861595686204,160.0832172921985,81.44410523454914,81.44410523454914,17.44448554721359,17.44448554721359,17.44448554721359,17.44448554721359,17.44448554721359,17.44448554721359,0.0,0.0,0.0,98.88859078176273
2022-08-30,82.5975483133422,16.65194534724652,139.37685053406642,82.5975483133422,82.5975483133422,-7.71098532874705,-7.71098532874705,-7.71098532874705,-7.71098532874705,-7.71098532874705,-7.71098532874705,0.0,0.0,0.0,74.88656298459514
2022-08-31,83.75099139075628,28.790851188046037,153.2272389862402,83.75099139075628,83.75099139075628,9.387736253419405,9.387736253419405,9.387736253419405,9.387736253419405,9.387736253419405,9.387736253419405,0.0,0.0,0.0,93.13872764417569
2022-09-01,84.90443446668311,-22.230048445729263,97.70340896958727,84.90443446668311,84.90443446668311,-45.65354279998882,-45.65354279998882,-45.65354279998882,-45.65354279998882,-45.65354279998882,-45.65354279998882,0.0,0.0,0.0,39.250891666694294
2022-09-02,86.05787754439301,17.35230989879963,144.40648315708884,86.05787754439301,86.05787754439301,-3.098397955044475,-3.098397955044475,-3.098397955044475,-3.098397955044475,-3.098397955044475,-3.098397955044475,0.0,0.0,0.0,82.95947958934853
2022-09-03,87.21132061987215,34.0143876479975,156.83756233321273,87.21132061987215,87.21132061987215,4.99933623702681,4.99933623702681,4.99933623702681,4.99933623702681,4.99933623702681,4.99933623702681,0.0,0.0,0.0,92.21065685689896
2022-09-04,88.36476369857729,54.61622734965581,176.41042868045207,88.36476369857729,88.36476369857729,24.631368046108197,24.631368046108197,24.631368046108197,24.631368046108197,24.631368046108197,24.631368046108197,0.0,0.0,0.0,112.99613174468548
2022-09-05,89.51820677502057,45.296176829714206,172.0419605153053,89.51820677502057,89.51820677502057,17.44448554711142,17.44448554711142,17.44448554711142,17.44448554711142,17.44448554711142,17.44448554711142,0.0,0.0,0.0,106.962692322132
2022-09-06,90.67164985427564,20.047570816021704,143.86700152091476,90.67164985427564,90.67164985427564,-7.710985328680957,-7.710985328680957,-7.710985328680957,-7.710985328680957,-7.710985328680957,-7.710985328680957,0.0,0.0,0.0,82.96066452559468
2022-09-07,91.82509293067622,42.50722649073392,159.15486426896575,91.82509293067622,91.82509293067622,9.387736253453484,9.387736253453484,9.387736253453484,9.387736253453484,9.387736253453484,9.387736253453484,0.0,0.0,0.0,101.2128291841297
2022-09-08,92.97853600679326,-15.053698953990601,108.7172204405649,92.97853600679326,92.97853600679326,-45.6535427999501,-45.6535427999501,-45.6535427999501,-45.6535427999501,-45.6535427999501,-45.6535427999501,0.0,0.0,0.0,47.32499320684316
2022-09-09,94.13197908447097,29.979493730475937,155.18620367092498,94.13197908447097,94.13197908447097,-3.098397955111676,-3.098397955111676,-3.098397955111676,-3.098397955111676,-3.098397955111676,-3.098397955111676,0.0,0.0,0.0,91.03358112935929
2022-09-10,95.28542216086872,35.006665704696,166.03668652105247,95.28542216086872,95.28542216086872,4.999336237071569,4.999336237071569,4.999336237071569,4.999336237071569,4.999336237071569,4.999336237071569,0.0,0.0,0.0,100.2847583979403
2022-09-11,96.43886523621026,62.572918116195844,179.42933034634558,96.43886523621026,96.43886523621026,24.631368046203402,24.631368046203402,24.631368046203402,24.631368046203402,24.631368046203402,24.631368046203402,0.0,0.0,0.0,121.07023328241367
2022-09-12,97.59230831124592,50.94462110939732,178.18746027634467,97.59230831124592,97.59230831124592,17.44448554713181,17.44448554713181,17.44448554713181,17.44448554713181,17.44448554713181,17.44448554713181,0.0,0.0,0.0,115.03679385837772
2022-09-13,98.74575138487607,25.679324654569314,153.6433931730082,98.74575138487607,98.74575138487607,-7.710985328614864,-7.710985328614864,-7.710985328614864,-7.710985328614864,-7.710985328614864,-7.710985328614864,0.0,0.0,0.0,91.0347660562612
2022-09-14,99.89919446089792,44.5536758443623,170.3682157671441,99.89919446089792,99.89919446089792,9.387736253493287,9.387736253493287,9.387736253493287,9.387736253493287,9.387736253493287,9.387736253493287,0.0,0.0,0.0,109.2869307143912
2022-09-15,101.05263753752293,-5.773004199424976,114.88205660007625,101.05263753752293,101.05263753752293,-45.65354279995387,-45.65354279995387,-45.65354279995387,-45.65354279995387,-45.65354279995387,-45.65354279995387,0.0,0.0,0.0,55.39909473756906
2022-09-16,102.20608061414792,35.754644271211134,157.8592843666089,102.20608061414792,102.20608061414792,-3.0983979550350895,-3.0983979550350895,-3.0983979550350895,-3.0983979550350895,-3.0983979550350895,-3.0983979550350895,0.0,0.0,0.0,99.10768265911284
