ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2022-08-26,67.596802,11.57997612750183,120.20356208696963,67.596802,67.596802,-1.3279146729992428,-1.3279146729992428,-1.3279146729992428,-1.3279146729992428,-1.3279146729992428,-1.3279146729992428,0.0,0.0,0.0,66.26888732700075
2022-08-27,66.60712099999999,-6.8667355772089875,104.46155024263102,66.60712099999999,66.60712099999999,-16.933603959571204,-16.933603959571204,-16.933603959571204,-16.933603959571204,-16.933603959571204,-16.933603959571204,0.0,0.0,0.0,49.67351704042879
2022-08-28,65.61743999947245,10.973057213313329,128.99763562865402,65.61743999947245,65.61743999947245,3.8360737616968734,3.8360737616968734,3.8360737616968734,3.8360737616968734,3.8360737616968734,3.8360737616968734,0.0,0.0,0.0,69.45351376116932
2022-08-29,64.62775899899685,32.19324603909932,140.87611938439733,64.62775899899685,64.62775899899685,22.825345638503173,22.825345638503173,22.825345638503173,22.825345638503173,22.825345638503173,22.825345638503173,0.0,0.0,0.0,87.45310463750002
2022-08-30,63.638077998294854,3.6220991678855547,116.12292230123386,63.638077998294854,63.638077998294854,-4.39621021348436,-4.39621021348436,-4.39621021348436,-4.39621021348436,-4.39621021348436,-4.39621021348436,0.0,0.0,0.0,59.241867784810495
2022-08-31,62.64839699720836,18.054943530375176,128.12612758072004,62.64839699720836,62.64839699720836,7.6881896460171495,7.6881896460171495,7.6881896460171495,7.6881896460171495,7.6881896460171495,7.6881896460171495,0.0,0.0,0.0,70.3365866432255
2022-09-01,61.65871599592839,-6.484964822267795,100.38230673620382,61.65871599592839,61.65871599592839,-11.691880199985269,-11.691880199985269,-11.691880199985269,-11.691880199985269,-11.691880199985269,-11.691880199985269,0.0,0.0,0.0,49.96683579594312
2022-09-02,60.66903499460383,4.736663569711407,111.79534397106099,60.66903499460383,60.66903499460383,-1.3279146729640305,-1.3279146729640305,-1.3279146729640305,-1.3279146729640305,-1.3279146729640305,-1.3279146729640305,0.0,0.0,0.0,59.3411203216398
2022-09-03,59.67935399310926,-13.595839011129534,99.64303963102442,59.67935399310926,59.67935399310926,-16.933603959656615,-16.933603959656615,-16.933603959656615,-16.933603959656615,-16.933603959656615,-16.933603959656615,0.0,0.0,0.0,42.745750033452644
2022-09-04,58.68967299191716,6.069322645054775,120.05811806986067,58.68967299191716,58.68967299191716,3.8360737616949367,3.8360737616949367,3.8360737616949367,3.8360737616949367,3.8360737616949367,3.8360737616949367,0.0,0.0,0.0,62.5257467536121
2022-09-05,57.69999198743407,26.858008003000627,133.65225613690035,57.69999198743407,57.69999198743407,22.825345638448773,22.825345638448773,22.825345638448773,22.825345638448773,22.825345638448773,22.825345638448773,0.0,0.0,0.0,80.52533762588284
2022-09-06,56.710310982880245,-1.0248440908012795,103.33408265850564,56.710310982880245,56.710310982880245,-4.396210213462429,-4.396210213462429,-4.396210213462429,-4.396210213462429,-4.396210213462429,-4.396210213462429,0.0,0.0,0.0,52.31410076941781
2022-09-07,55.72062997824318,5.392374152078118,119.9433436450637,55.72062997824318,55.72062997824318,7.68818964602889,7.68818964602889,7.68818964602889,7.68818964602889,7.68818964602889,7.68818964602889,0.0,0.0,0.0,63.40881962427207
2022-09-08,54.73094897314181,-16.701548942416327,98.33852694633997,54.73094897314181,54.73094897314181,-11.69188019997545,-11.69188019997545,-11.69188019997545,-11.69188019997545,-11.69188019997545,-11.69188019997545,0.0,0.0,0.0,43.039068773166356
2022-09-09,53.74126796767384,-4.020190267856371,108.67014276235257,53.74126796767384,53.74126796767384,-1.3279146730422273,-1.3279146730422273,-1.3279146730422273,-1.3279146730422273,-1.3279146730422273,-1.3279146730422273,0.0,0.0,0.0,52.41335329463161
2022-09-10,52.751586606376286,-19.71595767306188,91.52593895600049,52.751586606376286,52.751586606376286,-16.93360395963339,-16.93360395963339,-16.93360395963339,-16.93360395963339,-16.93360395963339,-16.93360395963339,0.0,0.0,0.0,35.81798264674289
2022-09-11,51.76190524508591,0.0881728340076829,109.2603182455164,51.76190524508591,51.76190524508591,3.836073761773128,3.836073761773128,3.836073761773128,3.836073761773128,3.836073761773128,3.836073761773128,0.0,0.0,0.0,55.59797900685904
2022-09-12,50.772223883795526,18.834885412793888,130.2153184744894,50.772223883795526,50.772223883795526,22.825345638462814,22.825345638462814,22.825345638462814,22.825345638462814,22.825345638462814,22.825345638462814,0.0,0.0,0.0,73.59756952225834
2022-09-13,49.782542522111434,-11.684914096187814,101.32560555416227,49.782542522111434,49.782542522111434,-4.3962102134405,-4.3962102134405,-4.3962102134405,-4.3962102134405,-4.3962102134405,-4.3962102134405,0.0,0.0,0.0,45.38633230867094
2022-09-14,48.792861159892546,2.8901059138956757,110.75306994099714,48.792861159892546,48.792861159892546,7.68818964602081,7.68818964602081,7.68818964602081,7.68818964602081,7.68818964602081,7.68818964602081,0.0,0.0,0.0,56.481050805913355
2022-09-15,47.803179797232836,-18.69121944375281,95.77144475631736,47.803179797232836,47.803179797232836,-11.69188019997033,-11.69188019997033,-11.69188019997033,-11.69188019997033,-11.69188019997033,-11.69188019997033,0.0,0.0,0.0,36.11129959726251
2022-09-16,46.81349843475683,-5.427564382523491,100.19725503979267,46.81349843475683,46.81349843475683,-1.3279146730070164,-1.3279146730070164,-1.3279146730070164,-1.3279146730070164,-1.3279146730070164,-1.3279146730070164,0.0,0.0,0.0,45.485583761749815
